Time,B instrument,Bx,By,Bz,sigma B,Ion instrument,Status,Tp_par,Tp_perp,carrot,r_sun,clat,clong,earth_he_angle,n_p,vp_x,vp_y,vp_z,vth_p_par,vth_p_perp
1976-04-05 16:52:47,1,28.6235,-6.44074,2.58765,2.69217,1,1,93365.4,256748.0,1640,0.38597852,-4.0578136,353.28912,25.459045,20.1237,484.122,24.1673,-19.5525,39.26,65.1046
1976-04-05 16:54:08,1,28.0278,-8.59114,2.86329,1.80585,1,1,84400.0,246187.0,1640,0.38595998,-4.0571728,353.2822,25.463821,18.4507,485.698,41.5092,-23.7356,37.3275,63.7515
1976-04-05 16:55:29,-1,nan,nan,nan,nan,1,-3,nan,nan,1640,0.38595068,-4.0568523,353.2709,25.466217,nan,490.196,37.621,-42.6778,nan,nan
1976-04-05 16:56:50,1,28.4333,-5.63333,2.6,0.600925,1,1,74518.3,230546.0,1640,0.38594145,-4.056531,353.26157,25.468597,18.9175,488.156,31.1477,-26.9233,35.0743,61.6931
1976-04-05 16:58:11,1,28.1301,-6.03014,4.65205,1.61402,1,1,85422.4,229654.0,1640,0.38592291,-4.0558901,353.25464,25.473373,18.988,487.301,31.8171,-43.4604,37.5529,61.5736
1976-04-05 16:59:32,1,28.6833,-6.03333,3.26667,0.754431,1,1,80438.7,266932.0,1640,0.38591361,-4.0555696,353.24335,25.475769,19.8257,483.728,24.3261,-29.7679,36.441,66.3832
1976-04-05 17:00:53,1,28.4259,-7.40741,2.80988,2.2332,1,1,97003.1,253913.0,1640,0.38590431,-4.0552483,353.23404,25.478165,19.8176,485.456,33.1398,-31.7545,40.0176,64.7441
1976-04-05 17:02:14,1,28.9395,-2.77654,2.91358,5.11714,1,1,85884.8,279397.0,1640,0.38588583,-4.0546045,353.22711,25.482956,21.2467,482.521,3.20803,-27.5141,37.6544,67.9155
1976-04-05 17:03:35,1,28.4759,-2.56203,7.42278,2.11693,1,1,82244.5,265472.0,1640,0.38587654,-4.0542822,353.21582,25.485352,18.7561,483.982,8.75085,-58.7157,36.8478,66.2014
1976-04-05 17:04:56,1,28.1136,-3.23704,7.4716,4.36833,1,1,77088.9,276995.0,1640,0.3858673,-4.0539589,353.20651,25.487747,19.9514,482.179,9.84398,-25.8097,35.6742,67.6229
1976-04-05 17:06:17,1,29.8224,-2.89211,1.17632,2.09782,1,1,80566.4,260015.0,1640,0.38584876,-4.0533152,353.19763,25.492554,19.2183,479.808,23.8451,-31.0461,36.4699,65.5174
1976-04-05 17:07:38,1,29.5395,-3.43704,-0.192593,1.87418,1,1,87637.1,272692.0,1640,0.38583946,-4.0529928,353.18832,25.494949,20.5503,481.342,14.6237,-16.5118,38.0366,67.0956
1976-04-05 17:08:59,1,26.6062,-8.9642,6.9358,4.96228,1,1,72881.1,280985.0,1640,0.38583022,-4.0526705,353.17899,25.497345,21.2129,486.019,33.4061,-43.9656,34.6869,68.1083
1976-04-05 17:10:20,1,26.9741,-8.37284,7.22222,4.4519,1,1,88994.4,278410.0,1640,0.38581169,-4.0520258,353.1701,25.502136,20.3791,489.24,39.6386,-48.9152,38.33,67.7954
1976-04-05 17:11:41,1,28.5886,-1.89114,5.46329,5.55749,1,1,88970.0,258498.0,1640,0.38580245,-4.0517035,353.1608,25.504532,20.8101,485.742,-10.7222,-47.5335,38.3248,65.326
1976-04-05 17:13:02,1,28.5988,-6.09036,0.00963855,5.44322,1,1,71150.0,254639.0,1640,0.38578391,-4.0510588,353.15387,25.509338,21.4098,488.454,42.8788,-23.7115,34.2725,64.8367
1976-04-05 17:14:23,1,28.0284,-9.2,-5.06914,3.3781,1,1,78453.1,259909.0,1640,0.38577461,-4.0507364,353.14261,25.511734,22.0263,490.228,40.0811,5.7206,35.9884,65.5041
1976-04-05 17:15:44,1,25.5,-14.5654,-3.81481,5.2325,1,1,88422.8,240731.0,1640,0.38576537,-4.0504141,353.13327,25.51413,20.0048,498.886,65.5677,5.70667,38.2067,63.0411
1976-04-05 17:17:05,1,25.5333,-14.6385,-3.27949,3.6564,1,1,87717.4,262691.0,1640,0.38574684,-4.0497694,353.12634,25.518921,22.2054,494.986,62.2416,-4.2787,38.054,65.8538
1976-04-05 17:18:26,1,27.321,-11.6593,-1.18765,3.42294,1,1,69686.4,231683.0,1640,0.38573754,-4.0494471,353.11508,25.521332,19.603,489.422,49.1457,-4.83711,33.9181,61.8451
1976-04-05 17:19:47,1,22.1532,-16.1557,-12.2911,5.01428,1,1,96101.3,252169.0,1640,0.3857283,-4.0491247,353.10577,25.523727,21.198,515.023,78.972,30.2603,39.8311,64.5214
1976-04-05 17:21:08,1,24.5157,-14.3217,-6.04578,7.29246,1,1,64873.0,270680.0,1640,0.38570976,-4.048481,353.09885,25.528519,21.7357,493.622,50.703,-21.5241,32.7258,66.8477
1976-04-05 17:22:29,1,26.4678,-8.8069,6.77701,6.54386,1,1,67498.5,252915.0,1640,0.38570052,-4.0481577,353.08755,25.530914,18.6658,503.246,64.3918,-24.1592,33.3814,64.6168
1976-04-05 17:23:50,1,24.8654,-13.4704,-8.59753,5.69584,1,1,88086.1,222301.0,1640,0.38569123,-4.0478354,353.07825,25.53331,18.8768,495.205,65.036,-2.90969,38.1339,60.5798
1976-04-05 17:25:11,1,26.7988,-12.842,1.2963,4.00441,1,1,69009.8,234285.0,1640,0.38567269,-4.0471916,353.07132,25.538116,18.8223,488.449,58.533,-20.9864,33.7531,62.1914
1976-04-05 17:26:32,1,29.3528,-6.1809,2.25393,2.41935,1,1,81600.4,266649.0,1640,0.38566345,-4.0468693,353.06006,25.540512,20.5232,481.311,36.3722,-26.2156,36.7032,66.348
1976-04-05 17:27:53,1,29.4927,-3.80732,6.16341,2.17593,1,1,78886.5,235354.0,1640,0.38565415,-4.0465469,353.05072,25.542908,18.3093,477.694,17.6838,-43.4716,36.0877,62.3331
1976-04-05 17:29:14,1,30.1099,-4.4037,4.82963,1.87185,1,1,121383.0,247290.0,1640,0.38563561,-4.0459023,353.04379,25.547699,18.3192,465.447,22.1959,-27.9749,44.7648,63.8941
1976-04-05 17:30:35,1,29.7482,-7.81325,0.915663,2.46575,1,1,90989.7,239983.0,1640,0.38562638,-4.0455799,353.03253,25.55011,18.9558,479.407,42.0485,-16.5967,38.7574,62.9431
1976-04-05 17:31:56,1,29.6518,-8.64699,-0.546988,2.90815,1,1,159542.0,257141.0,1640,0.38561708,-4.0452576,353.02322,25.552505,20.1264,472.128,37.8213,-19.512,51.3211,65.1544
1976-04-05 17:33:17,1,25.8608,-15.8608,-3.59494,2.86872,1,1,100574.0,247816.0,1640,0.3855986,-4.0446129,353.0163,25.557297,20.9629,494.738,69.186,1.71486,40.7474,63.9621
1976-04-05 17:34:38,1,28.7437,-10.2333,2.71034,2.54099,1,1,70775.8,202537.0,1640,0.3855893,-4.0442905,353.005,25.559692,15.8953,478.074,48.8532,-23.3715,34.1822,57.8243
1976-04-05 17:35:59,1,30.8831,-5.92078,1.94286,1.40233,1,1,83100.2,247145.0,1640,0.38558006,-4.0439682,352.9957,25.562088,15.3715,459.118,39.489,-22.735,37.039,63.8755
1976-04-05 17:37:20,1,30.7593,-6.1679,3.4,1.40155,1,1,81991.7,262298.0,1640,0.38556153,-4.0433235,352.98877,25.566895,15.3969,463.829,37.5847,-28.9342,36.7911,65.8044
1976-04-05 17:38:41,1,31.161,-6.02439,1.12195,1.98386,1,1,81308.3,256289.0,1640,0.38555223,-4.0430012,352.97751,25.56929,14.983,463.175,44.9227,-18.3038,36.6375,65.0463
1976-04-05 17:40:02,1,30.7012,-5.56506,-0.291566,2.97508,1,1,83312.1,278987.0,1640,0.38553375,-4.0423574,352.97058,25.574081,17.0392,471.681,22.1609,-18.679,37.0862,67.8657
1976-04-05 17:41:23,1,28.8556,-12.6654,-1.38025,1.9954,1,1,87860.8,284619.0,1640,0.38552445,-4.0420341,352.96124,25.576477,14.6936,478.454,62.251,-11.3048,38.0851,68.5472
1976-04-05 17:42:44,1,29.3432,-11.0457,-0.417284,2.20077,1,1,86115.7,246603.0,1640,0.38551521,-4.0417118,352.94998,25.578888,18.5072,477.872,53.5825,-7.54758,37.705,63.8053
1976-04-05 17:44:05,1,29.0101,-11.3367,0.513924,1.67593,1,1,85053.7,331423.0,1640,0.38549668,-4.0410681,352.94305,25.583679,17.1636,479.888,56.5152,-23.4503,37.4718,73.9689
1976-04-05 17:45:26,1,27.847,-13.1578,1.30361,2.10718,1,1,99618.4,257643.0,1640,0.38548738,-4.0407457,352.93375,25.586075,18.1545,482.418,67.9933,-27.7048,40.5534,65.218
1976-04-05 17:46:47,1,28.721,-11.8827,1.58519,1.19903,1,1,85648.8,253683.0,1640,0.38547814,-4.0404234,352.92245,25.58847,14.8942,469.852,54.2096,-29.6154,37.6027,64.7148
1976-04-05 17:48:08,1,28.7964,-10.7687,-0.93253,1.19118,1,1,111151.0,348299.0,1640,0.3854596,-4.0397787,352.91556,25.593277,16.2507,482.937,41.2989,-18.5703,42.8365,75.8288
1976-04-05 17:49:29,1,29.6854,-10.4256,1.63659,2.18434,1,1,110428.0,285654.0,1640,0.3854503,-4.0394564,352.90622,25.595673,14.989,481.516,31.2075,-38.6254,42.6971,68.6718
1976-04-05 17:50:50,1,29.3398,-8.18554,3.48916,1.32138,1,1,111512.0,292733.0,1640,0.38544106,-4.039134,352.89496,25.598068,15.1124,480.797,36.3498,-34.3777,42.906,69.5174
1976-04-05 17:52:11,1,29.836,-9.40562,2.42921,1.34547,1,1,97719.4,276748.0,1640,0.38542253,-4.0384893,352.88803,25.602859,15.0237,472.588,45.7079,-29.5572,40.165,67.5928
1976-04-05 17:53:32,1,30.0783,-7.83735,4.12289,2.53824,1,1,96202.1,300263.0,1640,0.38541329,-4.038167,352.87869,25.605255,14.506,474.169,38.9756,-41.5097,39.852,70.4059
1976-04-05 17:54:53,1,30.5614,-7.77952,2.77349,1.76994,1,1,90129.2,261301.0,1640,0.38540399,-4.0378447,352.86743,25.607666,13.8725,467.423,36.6999,-21.817,38.5736,65.6793
1976-04-05 17:56:14,1,30.4169,-7.7759,3.40964,1.97472,1,1,91527.7,273300.0,1640,0.38538545,-4.0372,352.8605,25.612457,14.864,469.592,36.1735,-36.1667,38.8718,67.1703
1976-04-05 17:57:35,1,30.638,-6.89367,3.77215,2.63629,1,1,89204.3,270839.0,1640,0.38537621,-4.0368776,352.8512,25.614853,14.4786,470.392,30.9246,-37.515,38.3752,66.8672
1976-04-05 17:58:56,1,29.457,-7.71977,7.38605,2.26467,1,1,90942.2,264827.0,1640,0.38536692,-4.0365553,352.8399,25.617249,14.0152,470.369,37.7915,-52.9315,38.7472,66.121
1976-04-05 18:00:17,1,29.5506,-7.0358,4.49877,5.20821,1,1,92834.6,270272.0,1640,0.38534844,-4.0359106,352.83301,25.622055,15.733,468.764,35.4576,-45.094,39.1483,66.7972
1976-04-05 18:01:38,1,29.5309,-7.83827,2.87901,4.80121,1,1,90260.8,277768.0,1640,0.38533914,-4.0355873,352.82367,25.624451,15.4334,466.459,35.938,-40.2869,38.6018,67.7171
1976-04-05 18:02:59,1,29.1398,-3.8,8.55422,2.82848,1,1,79464.6,298035.0,1640,0.3853299,-4.0352631,352.81241,25.626862,14.2684,467.656,24.1034,-53.596,36.2197,70.1441
1976-04-05 18:04:20,1,29.016,-2.86296,8.73333,2.16367,1,1,68773.3,255815.0,1640,0.38531137,-4.0346155,352.80551,25.631683,12.3632,472.977,16.5486,-59.5859,33.6952,64.9861
1976-04-05 18:05:41,1,30.316,-2.40864,6.19506,2.034,1,1,93559.4,286540.0,1640,0.38530213,-4.0342913,352.7962,25.634079,14.7758,472.872,13.5694,-46.2955,39.3008,68.7781
1976-04-05 18:07:02,1,30.1928,-2.3241,7.08193,1.6704,1,1,84112.7,298112.0,1640,0.38528365,-4.0336437,352.78735,25.638901,15.0561,471.414,24.2331,-47.1356,37.2639,70.1532
1976-04-05 18:08:23,1,28.7325,2.45844,8.27013,5.51974,1,1,81286.3,274162.0,1640,0.38527435,-4.0333195,352.77805,25.641312,13.6587,474.512,5.86848,-71.9483,36.6325,67.2762
1976-04-05 18:09:44,1,29.7925,-5.8825,4.78,1.6334,1,1,88326.8,285610.0,1640,0.38526511,-4.0329952,352.76874,25.643723,14.0477,467.086,33.879,-33.1363,38.186,68.6665
1976-04-05 18:11:05,1,29.0815,-0.655556,6.25679,2.62458,1,1,71510.1,301685.0,1640,0.38524657,-4.0323477,352.75986,25.648529,14.1409,470.301,3.99988,-49.7268,34.3591,70.5724
1976-04-05 18:12:26,1,29.7506,0.781928,4.11566,2.20907,1,1,129157.0,277418.0,1640,0.38523734,-4.0320234,352.75055,25.65094,13.0373,469.089,6.50556,-26.5816,46.1761,67.6745
1976-04-05 18:13:47,1,29.6975,-3.10247,3.42222,3.06235,1,1,75129.6,292017.0,1640,0.3852281,-4.0317001,352.74124,25.653351,12.3613,466.534,34.0583,-41.8961,35.2179,69.4324
1976-04-05 18:15:08,1,28.9614,-4.96867,2.15663,2.28441,1,1,94468.4,381687.0,1640,0.38520956,-4.0310526,352.73239,25.658157,16.5407,475.865,34.8063,-25.6335,39.4913,79.3801
1976-04-05 18:16:29,1,26.1072,-8.02771,9.88916,4.67645,1,1,101228.0,375900.0,1640,0.38520032,-4.0307283,352.72308,25.660568,15.4293,494.351,46.5605,-67.311,40.8798,78.776
1976-04-05 18:17:50,1,27.1723,-9.46024,6.15422,2.84747,1,1,90010.9,365953.0,1640,0.38519108,-4.0304041,352.71378,25.662979,15.4458,483.632,41.2384,-47.6508,38.5483,77.7267
1976-04-05 18:19:11,1,28.8481,-6.83704,2.58519,2.2525,1,1,85858.4,385008.0,1640,0.38517255,-4.0297565,352.7049,25.667786,16.2854,479.229,33.6,-33.8286,37.6486,79.7247
1976-04-05 18:20:32,1,29.161,-4.71707,3.15366,1.99577,1,1,97706.2,384210.0,1640,0.38516331,-4.0294323,352.69559,25.670197,16.1477,479.234,37.1853,-34.7164,40.1623,79.642
1976-04-05 18:21:53,1,29.0136,-4.89877,3.91605,1.79352,1,1,84840.6,391283.0,1640,0.38515401,-4.029108,352.68628,25.672607,16.5058,476.907,23.4789,-36.8344,37.4248,80.3718
1976-04-05 18:23:14,1,29.2859,-4.43647,4.37882,2.02665,1,1,89264.9,374894.0,1640,0.38513553,-4.0284605,352.67743,25.677414,15.8076,478.114,27.8946,-38.3391,38.3883,78.6705
1976-04-05 18:24:35,1,29.5235,-4.33704,2.81235,1.37006,1,1,82400.9,370452.0,1640,0.38512629,-4.0281363,352.66812,25.679825,14.4054,470.226,33.8071,-34.6377,36.8828,78.2031
1976-04-05 18:25:56,1,29.8864,3.01975,-1.20988,3.98521,1,1,74809.3,347080.0,1640,0.38511699,-4.027813,352.65881,25.682236,13.6359,469.455,-21.8511,-10.3048,35.1428,75.696
1976-04-05 18:27:17,1,29.4987,2.25823,4.04557,3.62124,1,1,86082.2,339965.0,1640,0.38509852,-4.0271645,352.64993,25.687042,14.5938,472.95,-1.72675,-37.7593,37.6977,74.9161
1976-04-05 18:28:38,1,29.5205,-0.90241,0.260241,7.33105,1,1,74303.9,353448.0,1640,0.38508928,-4.0268412,352.64063,25.689453,14.5402,468.104,7.03441,-36.3958,35.0238,76.3872
1976-04-05 18:29:59,1,28.4418,1.68101,-4.45823,11.0267,1,1,100404.0,232427.0,1640,0.38507998,-4.0265169,352.63132,25.691864,11.1213,476.512,-15.8927,-80.3447,40.713,61.9443
1976-04-05 18:31:20,1,30.6798,-0.410714,-3.8119,2.18878,1,1,102431.0,348530.0,1640,0.3850615,-4.0258694,352.62247,25.696671,15.9553,467.484,5.53488,-5.46119,41.1219,75.854
1976-04-05 18:32:41,1,30.842,-1.38025,1.25185,2.7922,1,1,83126.7,366666.0,1640,0.3850522,-4.0255451,352.61316,25.699081,15.8478,466.504,16.1303,-26.0101,37.0449,77.8024
1976-04-05 18:34:02,1,28.2679,-10.9272,-7.20247,2.12137,1,1,105523.0,359720.0,1640,0.38503373,-4.0248976,352.60626,25.703903,14.2088,485.429,61.0082,9.75274,41.7379,77.062
1976-04-05 18:35:23,1,29.5432,-7.76173,-3.9679,1.25111,1,1,97767.5,373650.0,1640,0.38502449,-4.0245733,352.59497,25.706299,17.5634,477.32,36.4798,-4.25414,40.1749,78.54
1976-04-05 18:36:44,1,29.7265,-4.41325,-3.80241,1.12216,1,1,108031.0,382381.0,1640,0.38501519,-4.0242491,352.58566,25.70871,15.8817,475.409,24.3225,-3.67018,42.231,79.4522
1976-04-05 18:38:05,1,29.7975,-6.14304,-2.54684,1.94556,1,1,99268.5,392124.0,1640,0.38499671,-4.0236015,352.57877,25.713531,16.4201,474.667,29.8818,-13.1183,40.4822,80.458
1976-04-05 18:39:26,1,29.6224,-6.26235,-4.31529,1.16688,1,1,102254.0,384522.0,1640,0.38498741,-4.0232773,352.5675,25.715927,15.9711,478.272,33.292,3.53181,41.0863,79.6743
1976-04-05 18:40:47,1,29.179,-7.5642,-3.51852,1.46878,1,1,93918.2,369015.0,1640,0.38497818,-4.022954,352.5582,25.718338,15.8188,476.834,33.6927,-5.09907,39.3761,78.0512
1976-04-05 18:42:08,1,27.4887,-12.1463,-3.5525,2.15063,1,1,115462.0,354442.0,1640,0.3849597,-4.0223064,352.5513,25.72316,15.5635,483.933,63.9576,5.75079,43.6594,76.4945
1976-04-05 18:43:29,1,26.3506,-5.96296,4.63704,8.445,1,1,116891.0,398502.0,1640,0.3849504,-4.0219822,352.54004,25.725571,16.8647,481.581,40.2743,-28.2765,43.9287,81.1098
1976-04-05 18:44:50,1,26.3843,-8.82771,3.44819,2.51047,1,1,110613.0,410416.0,1640,0.38494116,-4.0216579,352.5307,25.727966,16.6663,487.655,50.0403,-49.927,42.7328,82.3133
1976-04-05 18:46:11,1,24.4,-8.23529,3.02118,8.62733,1,1,97862.5,362865.0,1640,0.38492268,-4.0210104,352.5238,25.732788,12.2257,490.027,67.4932,-44.9632,40.1944,77.3982
1976-04-05 18:47:32,1,20.5414,5.88506,17.4391,2.55547,1,1,102926.0,350127.0,1640,0.38491338,-4.0206861,352.51254,25.735199,15.5582,530.933,-17.4194,-100.278,41.2213,76.0275
1976-04-05 18:48:53,1,20.6988,6.85647,17.6894,3.06095,1,1,105357.0,360573.0,1640,0.38490415,-4.0203619,352.50323,25.737595,13.317,526.105,-28.0881,-94.5287,41.7051,77.1533
1976-04-05 18:50:14,1,23.5659,3.03059,15.1694,3.00238,1,1,83305.1,384081.0,1640,0.38488561,-4.0197144,352.49634,25.742416,14.842,514.678,-10.2386,-83.7321,37.0846,79.6286
1976-04-05 18:51:35,1,24.5812,3.97,13.07,2.78617,1,1,105224.0,421277.0,1640,0.38487637,-4.0193901,352.48508,25.744827,14.4543,506.53,-2.4124,-75.9828,41.6788,83.3954
1976-04-05 18:52:56,1,26.3553,0.447059,10.0259,4.94666,1,1,107781.0,325112.0,1640,0.38486713,-4.0190668,352.47577,25.747238,14.0986,499.434,20.0214,-52.7766,42.1822,73.2613
1976-04-05 18:54:17,1,27.6602,-7.37952,1.13735,3.33616,1,1,132325.0,402805.0,1640,0.38484859,-4.0184183,352.46884,25.752045,15.1123,482.364,35.787,-7.40489,46.7389,81.5465
1976-04-05 18:55:38,1,26.5795,-3.73855,12.6289,1.72558,1,1,105477.0,337441.0,1640,0.38483936,-4.018095,352.45758,25.754456,15.9561,503.398,31.1819,-62.5658,41.7288,74.6375
1976-04-05 18:56:59,1,26.5904,-6.03735,10.4651,3.55198,1,1,109378.0,332595.0,1640,0.38483012,-4.0177708,352.44827,25.756866,14.3849,500.353,32.0185,-57.3481,42.4935,74.0996
1976-04-05 18:58:20,1,27.4,-6.89176,4.29882,2.00545,1,1,100172.0,403892.0,1640,0.38481158,-4.0171232,352.44138,25.761673,15.0257,487.279,39.0373,-47.8399,40.666,81.6565
1976-04-05 18:59:41,1,28.4734,-5.4038,3.72911,1.71067,1,1,96599.4,429919.0,1640,0.38480234,-4.016799,352.43011,25.764084,15.6414,485.464,35.5633,-38.4743,39.9342,84.2464
1976-04-05 19:01:02,1,28.506,-0.289157,5.10361,2.31422,1,1,65771.0,356915.0,1640,0.3847838,-4.0161495,352.42322,25.768906,12.3963,482.975,18.6635,-38.8684,32.9515,76.761
1976-04-05 19:02:23,1,29.0463,-3.35244,1.8561,1.73834,1,1,114270.0,378453.0,1640,0.38477457,-4.0158243,352.41391,25.771317,15.0919,485.541,26.1327,-26.661,43.4335,79.0431
1976-04-05 19:03:44,1,28.9718,-4.08588,2.54824,1.90407,1,1,96223.2,388014.0,1640,0.38476533,-4.0154982,352.40265,25.773743,14.8963,483.437,21.6065,-32.0032,39.8564,80.0354
1976-04-05 19:05:05,1,28.0048,-6.51325,4.52048,2.40032,1,1,84632.9,408497.0,1640,0.38474685,-4.0148478,352.39575,25.778564,15.3533,485.67,42.8286,-40.4256,37.379,82.1206
1976-04-05 19:06:26,1,28.4,-6.67412,6.14118,1.87701,1,1,143575.0,362271.0,1640,0.38473761,-4.0145216,352.38452,25.780991,16.978,505.371,41.4375,-46.4865,48.6852,77.3347
1976-04-05 19:07:47,1,28.8988,-7.20588,4.12941,3.2212,1,1,141954.0,426197.0,1640,0.38472837,-4.0141964,352.37521,25.783401,17.75,509.582,33.5403,-40.1342,48.4097,83.8809
1976-04-05 19:09:08,1,27.9785,-3.56559,9.46022,1.76388,1,1,150431.0,445578.0,1640,0.38470984,-4.013545,352.36832,25.788239,18.6265,516.667,17.1787,-59.8851,49.8341,85.7669
1976-04-05 19:10:29,1,27.9988,-6.38941,8.26118,2.62869,1,1,189766.0,440663.0,1640,0.3847006,-4.0132198,352.35706,25.790649,19.6207,519.749,31.5773,-54.8686,55.9715,85.2925
1976-04-05 19:11:50,1,28.1011,-2.1092,11.4092,2.41346,1,1,131847.0,402812.0,1640,0.38469136,-4.0128937,352.34775,25.79306,18.0941,509.961,9.82599,-69.5731,46.6544,81.5472
1976-04-05 19:13:11,1,28.2905,-1.21905,10.3405,3.66275,1,1,162348.0,453402.0,1640,0.38467288,-4.0122433,352.34088,25.797897,19.7063,514.189,26.6531,-52.154,51.7703,86.5166
1976-04-05 19:14:32,1,28.5528,-10.2202,2.49888,1.85683,1,1,153581.0,454267.0,1640,0.38466364,-4.0119171,352.32962,25.800308,18.0227,516.837,54.0502,-28.4358,50.3531,86.5991
1976-04-05 19:15:53,1,28.5265,-9.03133,2.88193,2.20739,1,1,160654.0,439607.0,1640,0.38465434,-4.0115919,352.32031,25.802734,18.0247,512.765,39.8416,-27.2076,51.4995,85.1903
1976-04-05 19:17:14,1,27.3908,-12.1793,-0.468966,2.97565,1,1,171535.0,437467.0,1640,0.38463587,-4.0109406,352.31342,25.807556,18.3803,520.655,63.8672,-22.5033,53.215,84.9827
1976-04-05 19:18:35,1,27.8126,-11.1621,-2.57241,2.65939,1,1,176187.0,446791.0,1640,0.38462663,-4.0106144,352.30219,25.809982,18.7638,518.642,54.5685,-3.48155,53.9319,85.8835
1976-04-05 19:19:56,1,28.8529,-8.44138,-3.81149,2.71876,1,1,163998.0,425300.0,1640,0.38461739,-4.0102892,352.29288,25.812393,18.2994,510.545,39.2353,-3.24138,52.0327,83.7926
1976-04-05 19:21:17,1,30.2805,-2.15632,-3.73333,1.1724,1,1,131171.0,440202.0,1640,0.38459891,-4.0096378,352.28598,25.81723,17.1576,503.654,18.9692,-9.18936,46.5347,85.248
1976-04-05 19:22:38,1,29.6368,-5.52069,-1.55632,1.79929,1,1,161453.0,452385.0,1640,0.38458967,-4.0093126,352.27472,25.819641,17.4985,505.168,33.9579,-16.9487,51.6274,86.4195
1976-04-05 19:23:59,1,30.0,-2.91098,0.814634,1.43316,1,1,130232.0,426471.0,1640,0.38458037,-4.0089865,352.26544,25.822067,17.5371,503.369,16.4672,-29.1632,46.3677,83.9078
1976-04-05 19:25:20,1,29.5529,-0.0310345,0.843678,1.78749,1,1,145188.0,414712.0,1640,0.3845619,-4.0083361,352.25854,25.826889,17.1291,502.985,9.75018,-28.4169,48.9579,82.743
1976-04-05 19:26:41,1,28.3253,4.47349,3.50843,4.83195,1,1,154595.0,381220.0,1640,0.38455266,-4.0080099,352.24728,25.829315,14.9459,505.06,-3.90076,-35.5289,50.5192,79.3315
1976-04-05 19:28:02,1,28.1115,-6.33333,-6.55402,1.88191,1,1,142013.0,444520.0,1640,0.38453418,-4.0073595,352.24039,25.834137,17.6106,506.464,36.6679,3.72581,48.4197,85.665
1976-04-05 19:29:23,1,27.8987,-5.38701,-6.23377,1.9794,1,1,121256.0,437993.0,1640,0.38452494,-4.0070333,352.23111,25.836563,16.3036,497.473,22.4048,4.77709,44.7414,85.0338
1976-04-05 19:30:23,1,28.3667,-2.97083,-2.78333,1.70142,1,1,271668.0,484443.0,1640,0.3845157,-4.0067081,352.22375,25.838974,19.4539,529.803,28.9388,-33.3952,66.9695,89.4292
1976-04-05 19:40:13,1,27.8195,-4.95244,4.40732,1.90918,1,1,129257.0,517495.0,1640,0.3844232,-4.0034523,352.15808,25.863144,16.1903,508.931,21.8646,-48.5734,46.1939,92.4295
1976-04-05 19:41:34,1,28.0048,-3.4,6.31667,2.03053,1,1,169790.0,451789.0,1640,0.38441396,-4.0031271,352.14877,25.865555,17.5954,511.419,22.6746,-42.506,52.9436,86.3626
1976-04-05 19:42:55,1,27.9702,-2.0119,6.0119,2.73786,1,1,149505.0,461330.0,1640,0.38440472,-4.0028009,352.13751,25.867966,15.258,507.003,10.6915,-48.7361,49.6804,87.2698
1976-04-05 19:46:17,1,28.1034,-3.18966,5.83448,1.65052,1,1,120315.0,524844.0,1640,0.3843677,-4.0014992,352.11594,25.87764,17.1897,500.533,12.6141,-62.1132,44.5674,93.0836
1976-04-05 19:47:58,1,28.0067,-3.34,8.24,1.66696,1,1,290618.0,572863.0,1640,0.38435847,-4.001173,352.10468,25.880051,21.7121,550.265,21.9705,-108.005,69.2658,97.2486
1976-04-05 19:58:01,1,20.5565,-1.02353,17.3482,5.68624,1,1,182907.0,568017.0,1640,0.38425678,-3.997592,352.03751,25.906631,18.1262,549.439,-6.00208,-116.12,54.9507,96.8363
1976-04-05 19:59:07,1,24.2268,-0.123171,13.7439,2.71857,1,1,179539.0,546482.0,1640,0.38424754,-3.9972668,352.03015,25.909042,18.8647,531.979,-1.25129,-85.3338,54.4424,94.983
1976-04-05 20:00:28,1,25.85,-6.32093,8.90698,4.20284,1,1,174806.0,537870.0,1640,0.38423824,-3.9969406,352.02084,25.911469,17.8442,525.244,32.788,-53.5966,53.72,94.2316
1976-04-05 20:01:49,1,25.194,-10.8702,7.70476,2.81806,1,1,180280.0,528787.0,1640,0.384229,-3.9966135,352.01157,25.913895,17.7763,523.19,44.7257,-61.5395,54.5546,93.4325
1976-04-05 20:03:10,1,26.4512,-9.67093,5.07209,3.45473,1,1,196657.0,544413.0,1640,0.38421059,-3.9959593,352.00272,25.918732,18.7425,524.839,35.8488,-62.1058,56.9787,94.803
1976-04-05 20:04:31,1,26.9452,-4.33095,8.74048,1.65231,1,1,155890.0,518146.0,1640,0.38420135,-3.9956322,351.99344,25.921158,17.5461,518.767,16.6738,-68.6552,50.7302,92.4877
1976-04-05 20:05:52,1,25.493,-5.28256,10.5953,3.48722,1,1,186551.0,502332.0,1640,0.38419211,-3.9953051,351.98413,25.923584,17.6658,523.467,5.01426,-79.2595,55.4953,91.0654
1976-04-05 20:07:13,1,25.356,-0.327381,12.0571,2.35357,1,1,163024.0,528264.0,1640,0.38417363,-3.9946508,351.97531,25.928436,16.6917,525.99,-1.25202,-77.9323,51.878,93.3863
1976-04-05 20:08:34,1,24.2326,5.27791,12.4884,4.00959,1,1,175526.0,586729.0,1640,0.38416439,-3.9943237,351.96603,25.930862,19.4477,535.623,-51.9,-83.1631,53.8305,98.4185
